sent1	sent2	sick	glove_orig	glove_v1	glove_v2	sbert_orig	sbert_v1	sbert_v2	sbert
The man is playing a piano	A guy is cheerfully playing with a footbag	0.07500000000000001	0.453	0.453	0.453	0.493	0.493	0.493	0.20820135
Two kids and a man are playing games at an arcade	A family is purchasing something at the vending machine	0.07500000000000001	0.348	0.339	0.348	0.357	0.357	0.357	0.28728116
A woman is snowboarding down an incline and another woman is standing behind her	A blond boy is walking up a sand dune with a skateboard	0.07500000000000001	0.334	0.366	0.35	0.322	0.331	0.357	-0.0072720572
A man is preparing some dish	An onion is being sliced with a knife by the woman	0.07500000000000001	0.428	0.505	0.428	0.313	0.36	0.313	0.28386846
Racers are running down a track	Some men are resting	0.07500000000000001	0.313	0.313	0.313	0.25	0.25	0.25	-0.24181859
A woman is cooking prawns	A woman is combing her hair	0.07500000000000001	0.462	0.462	0.462	0.462	0.462	0.462	0.20739058
A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	The snowboarder is jumping off a snow covered hill	0.07500000000000001	0.256	0.286	0.256	0.256	0.286	0.256	-0.058409467
The man is playing a piano	A guy is cheerfully playing with the footbag	0.07500000000000001	0.453	0.453	0.453	0.493	0.493	0.493	0.21422844
Two women are talking	Two men are playing guitar	0.07500000000000001	0.547	0.547	0.547	0.429	0.429	0.429	0.07540946
Masked people are looking in the same direction in a forest	A little girl is looking at a woman in costume	0.07500000000000001	0.544	0.643	0.544	0.504	0.566	0.504	0.28804478
The person in the blue jacket is wearing a colorful helmet	A race car driver is sitting down and is motionless	0.07500000000000001	0.276	0.343	0.345	0.345	0.341	0.299	-0.079909556
Someone is giving food to an animal	Somebody is playing the piano	0.07500000000000001	0.411	0.411	0.411	0.421	0.421	0.421	-0.043514118
Two men are fighting	A couple of boys are playing a video game	0.07500000000000001	0.313	0.381	0.349	0.331	0.353	0.331	0.13548
There is no man riding a motorcycle	The men are playing soccer	0.07500000000000001	0.429	0.429	0.429	0.464	0.464	0.464	0.07743794
A man is pointing at a silver sedan	A man is in a parking lot and is playing tennis against a large wall	0.07500000000000001	0.296	0.281	0.222	0.244	0.263	0.296	0.22241792
A woman is chopping a red onion	A woman is brushing her feet	0.07500000000000001	0.4	0.4	0.422	0.4	0.4	0.4	-0.03927546
A man is sharpening a knife	There is no man carrying a woman	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.008481
A group of children in uniforms is standing at a gate and there is no one kissing the mother	A crowd of people is near the water	0.07500000000000001	0.229	0.229	0.229	0.26	0.26	0.26	-0.020397965
A girl is playing a guitar	A woman is dancing near a fire	0.07500000000000001	0.286	0.286	0.286	0.286	0.286	0.286	0.3428564
A woman is brushing her feet	A woman is not chopping an onion	0.07500000000000001	0.4	0.4	0.4	0.467	0.467	0.467	0.13714628
A motorcycle is being ridden by a man	A man is diving off a cliff	0.07500000000000001	0.5	0.5	0.5	0.5	0.5	0.5	0.14843775
The girl is spraying the plants with water	The girl is riding the horse	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.029849557
A couple is running towards the ocean	A snowboarding man is jumping through the air	0.07500000000000001	0.46	0.46	0.46	0.329	0.329	0.329	-0.005955646
The man is riding the horse	The girl is spraying the plants with water	0.07500000000000001	0.39	0.39	0.39	0.286	0.286	0.286	-0.17790891
There is no woman riding on an elephant	A woman is opening a soda and drinking it	0.07500000000000001	0.357	0.357	0.357	0.395	0.395	0.395	-0.010768149
Little kids are playing in a water fountain in front of few people	A monkey is brushing the dog	0.07500000000000001	0.233	0.373	0.327	0.182	0.2	0.182	0.04643483
There is no man pouring cleaner into the sink	The man is playing the drums	0.07500000000000001	0.375	0.375	0.375	0.375	0.375	0.375	0.06828696
A woman is slicing a cucumber	A woman is jumping rope outside	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.032826476
A man is playing keyboards	A man is riding a rodeo bull	0.07500000000000001	0.429	0.462	0.429	0.464	0.5	0.464	0.069606006
There is no woman dancing near a fire	A woman is cutting a tomato	0.07500000000000001	0.25	0.25	0.25	0.25	0.25	0.25	-0.06301425
A flute is being played by a man	A man is riding a scooter	0.07500000000000001	0.5	0.5	0.5	0.542	0.542	0.542	0.46870077
Two children are stretching over some metal bars	A bike rider in a black and red uniform is standing on a dirt bike	0.07500000000000001	0.232	0.289	0.268	0.233	0.24	0.276	-0.008874886
A magician is cutting a girl into two pieces like butter	Tofu is being sliced by a woman	0.07500000000000001	0.321	0.321	0.292	0.401	0.401	0.401	0.24567668
A man is screwing a piece of wood to a wall	There is no man massaging a woman	0.07500000000000001	0.486	0.486	0.486	0.513	0.513	0.513	0.21566321
A man is massaging a woman	A man is screwing a piece of wood to a wall	0.07500000000000001	0.422	0.422	0.422	0.375	0.375	0.375	0.33335394
A person is not eating at a table	A person is making a bed	0.07500000000000001	0.502	0.502	0.502	0.429	0.429	0.429	0.057393134
A rope is being climbed by a man	A man is slicing the carrot with a machine	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.15086694
Two girls are playing inside a jumper house	A child in clothing which is light colored is standing with his arms extended outward	0.07500000000000001	0.329	0.366	0.329	0.316	0.347	0.316	0.20714875
A man is using a knife to open a box	A man is playing a guitar	0.07500000000000001	0.353	0.353	0.353	0.386	0.386	0.386	0.027283516
A person in a black jacket is doing tricks on a motorbike	The girl, who is little, is carefully combing her hair into a pony tail	0.07500000000000001	0.338	0.339	0.304	0.296	0.273	0.296	-0.09034034
A person is frying meat in a pan	A person is not holding a skunk	0.07500000000000001	0.5	0.5	0.5	0.5	0.5	0.5	-0.038609974
A man is sitting comfortably at a table	A brown dog is running in the snow	0.07500000000000001	0.321	0.438	0.321	0.25	0.335	0.25	-0.10714647
A man is drawing some figures	A man is strolling in the rain	0.07500000000000001	0.429	0.429	0.514	0.429	0.429	0.429	0.14959759
A person is frying food in a pan	A person is holding a skunk	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.12827085
The man is playing the drums	A man is cleaning the sink	0.07500000000000001	0.5	0.5	0.5	0.5	0.5	0.5	0.074511275
A person is holding a skunk	A person is frying meat in a pan	0.07500000000000001	0.429	0.429	0.429	0.429	0.429	0.429	0.13542715
A man is playing flute	There is no man playing soccer	0.07500000000000001	0.5	0.5	0.5	0.5	0.5	0.5	0.018569525
A man is in a parking lot and is playing tennis against a friend	A man is pointing at a silver sedan	0.07500000000000001	0.21	0.234	0.259	0.213	0.219	0.213	0.2007092
A woman is exercising	A man is dancing	0.07500000000000001	0.458	0.458	0.458	0.25	0.25	0.25	-0.058430564
A woman is eating a cupcake	A man is slicing a potato	0.07500000000000001	0.472	0.472	0.472	0.333	0.333	0.333	-0.073679954
The rhino is being fed on the grass	The young boys are playing outdoors and the man is smiling nearby	0.07500000000000001	0.182	0.19	0.182	0.182	0.19	0.182	0.0023967382
A man is singing to a woman	A funny crowd of people is doing a skit of two boxing men	0.07500000000000001	0.248	0.248	0.248	0.182	0.182	0.182	0.013439212
A man is dancing	There is no man praying	0.07500000000000001	0.4	0.4	0.4	0.4	0.4	0.4	0.1160932
The man is granting an interview	A white car is being driven by the man	0.04999999999999999	0.429	0.429	0.429	0.429	0.429	0.429	0.25850213
The tan dog is watching a brown dog that is swimming in a pond	A few kittens are eating	0.04999999999999999	0.181	0.181	0.181	0.1	0.1	0.1	0.06935494
A child is experiencing a new world	A boy under an umbrella is being let go by his father who is wearing a blue coat	0.04999999999999999	0.2	0.254	0.246	0.2	0.242	0.2	0.14713594
A woman is exercising	A man is not dancing	0.04999999999999999	0.366	0.366	0.366	0.2	0.2	0.2	0.15278524
A man is punching a soccer ball	A man is mixing the content of a bowl	0.04999999999999999	0.353	0.469	0.353	0.333	0.353	0.333	0.20524493
There is no man sharpening a knife	A man is carrying a woman	0.04999999999999999	0.492	0.492	0.492	0.429	0.429	0.429	0.0057505034
A boy is tapping his fingernails	A dog is running on the ground	0.04999999999999999	0.408	0.408	0.408	0.308	0.308	0.308	-0.03489801
A man in blue has a yellow ball in the mitt	A man is jumping rope outside	0.04999999999999999	0.404	0.523	0.464	0.4	0.421	0.4	0.086774714
A man is playing a guitar	A man is opening a box with a knife	0.04999999999999999	0.429	0.429	0.429	0.429	0.429	0.429	0.0044393716
There is no person playing a piano	A person is slicing a potato	0.04999999999999999	0.429	0.429	0.545	0.429	0.429	0.429	0.05223614
A boy is playing on a toy phone	The man is drawing a gun	0.04999999999999999	0.399	0.523	0.485	0.419	0.451	0.419	0.07499125
The man is playing the drums	A man is pouring cleaner into the sink	0.04999999999999999	0.286	0.286	0.286	0.286	0.286	0.286	0.019052066
A woman is boiling shrimps	A woman is arranging her hair	0.04999999999999999	0.462	0.462	0.462	0.462	0.462	0.462	0.021231854
A man is slicing the carrot with a machine	A man is being roped by a climber	0.04999999999999999	0.375	0.375	0.375	0.375	0.375	0.375	0.112874426
A person is standing near a motorcycle	A person is chopping an onion	0.04999999999999999	0.429	0.429	0.429	0.429	0.429	0.429	0.040774018
A man is being curiously looked at by a woman	The man is standing on a rocky mountain and gray clouds are in the background	0.04999999999999999	0.293	0.312	0.293	0.26	0.264	0.26	0.029799314
A person is riding a motorcycle	A person is chopping a red onion	0.04999999999999999	0.429	0.429	0.429	0.429	0.429	0.429	0.046396174
There is no man doing a card trick	A man is playing with water	0.04999999999999999	0.375	0.4	0.375	0.375	0.4	0.375	0.21131696
A man is dancing	There is no woman exercising	0.04999999999999999	0.366	0.366	0.366	0.2	0.2	0.2	0.018064462
There is no man opening a box with a knife	A man is playing a guitar	0.04999999999999999	0.375	0.375	0.375	0.375	0.375	0.375	0.019400377
The man is driving a car carefully	The windows are being cleaned by a man	0.04999999999999999	0.502	0.502	0.502	0.429	0.429	0.429	0.14664702
Someone is playing with a frog	A man is playing the trumpet	0.04999999999999999	0.529	0.529	0.529	0.417	0.417	0.417	0.066833355
There is no man mixing	A man is mowing a lawn	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	0.15596056
A man is singing a song and playing the guitar	A man is opening a package that contains headphones	0.04999999999999999	0.348	0.348	0.348	0.376	0.376	0.376	0.2084651
Four athletes are with a man in a crowded stadium	A person in a pink jacket is not running onto the field	0.04999999999999999	0.366	0.331	0.366	0.327	0.371	0.371	0.046425313
A woman is planting some flowers	A woman is cutting broccoli	0.04999999999999999	0.429	0.544	0.505	0.429	0.462	0.429	0.12893713
The girl is lounging	A man is exercising	0.04999999999999999	0.432	0.432	0.432	0.25	0.25	0.25	-0.079648614
A woman is falling off a horse	A woman is frying something	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	0.20232171
A man is mixing	A man is mowing a lawn	0.04999999999999999	0.4	0.4	0.4	0.4	0.4	0.4	0.20239696
A person is dancing on a roof	A white dog is standing on fallen leaves	0.04999999999999999	0.25	0.25	0.25	0.25	0.25	0.25	0.116834
There is no woman frying something	A woman is riding a horse	0.04999999999999999	0.429	0.429	0.429	0.429	0.429	0.429	0.1712286
The violin is being played by a little girl on a beach	The girl is sitting on the couch and is crocheting	0.04999999999999999	0.363	0.403	0.363	0.334	0.376	0.334	0.018245984
The boy is playing in the mud	There is no cat playing with a device	0.04999999999999999	0.661	0.661	0.661	0.571	0.571	0.571	0.07774935
A girl wearing a striped shirt is running barefoot on the sandy hill	A lady is mixing a meat mixture in a bowl	0.04999999999999999	0.275	0.305	0.275	0.223	0.242	0.3	0.103803635
The person is playing with a skull	The man is playing the guitar	0.04999999999999999	0.542	0.542	0.542	0.507	0.507	0.507	0.0765869
The man is playing the guitar	There is no man playing with a skull	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	0.17938404
A man is climbing a rope	There is no man holding a mask in his raised hand	0.04999999999999999	0.333	0.333	0.333	0.333	0.333	0.333	0.22826424
A man is jumping into an empty pool	There is no biker jumping in the air	0.04999999999999999	0.393	0.393	0.54	0.363	0.363	0.363	0.2732293
The man is putting away the bread	The woman is slicing herbs	0.04999999999999999	0.405	0.405	0.405	0.286	0.286	0.286	0.09829414
A door is being opened by a man	A man is cutting an onion	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	0.29039168
The man is sitting indoors	A shoeless woman is sitting on a blanket under a lavender umbrella	0.04999999999999999	0.372	0.387	0.372	0.308	0.32	0.308	-0.2307714
A man is opening a package that contains headphones	There is no man singing and playing the guitar	0.04999999999999999	0.297	0.364	0.364	0.393	0.393	0.393	0.06421741
A person is eating in a restaurant	A person is making a bed	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	0.010919675
The girl, who is little, is combing her hair into a pony tail.	A man in a red shirt is doing a trick with the rollerblades	0.04999999999999999	0.339	0.398	0.419	0.32	0.333	0.32	-0.0937781
Two kids and a man are playing games at an arcade	A family is not purchasing something at a vending machine	0.04999999999999999	0.392	0.392	0.392	0.382	0.382	0.382	0.112731144
A man is sharpening a knife	A man is carrying a woman	0.04999999999999999	0.5	0.5	0.5	0.5	0.5	0.5	-0.016553035
There is no woman beating two eggs in a bowl and using a whisk made of wire	A man wearing a dyed black shirt is sitting at the table and laughing	0.04999999999999999	0.467	0.467	0.467	0.431	0.431	0.431	-0.11589488
A woman is brushing her feet	A woman is chopping an onion	0.04999999999999999	0.462	0.462	0.462	0.462	0.462	0.462	-0.017465584
The girl is riding the horse	The boy is spraying the plants with water	0.04999999999999999	0.417	0.417	0.417	0.286	0.286	0.286	-0.19600083
A cat is playing with a device	Mud is being thrown to the playing boy	0.04999999999999999	0.375	0.375	0.375	0.286	0.286	0.286	-0.01951076
A cat is walking on a hardwood floor	A baby is toddling happily	0.04999999999999999	0.286	0.25	0.286	0.286	0.154	0.286	0.048735324
A young woman is playing the guitar	A man is preparing some dish	0.04999999999999999	0.447	0.606	0.447	0.375	0.286	0.375	-0.26924226
A man is carelessly holding a frog	A man is filling a container made of plastic	0.04999999999999999	0.4	0.4	0.4	0.4	0.4	0.4	0.22914883
Two people are sitting comfortably on the bench	A man is playing soccer	0.04999999999999999	0.344	0.344	0.406	0.317	0.317	0.317	-0.014601063
